idempresa;nombre_empresa;idunidad;nombreunidad;descripcionUnidad;Idproyecto;nombreProyecto;idCentrOp;nombreCentrOp
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;15;GICA;59;BASCULA COCORA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;15;GICA;60;BASCULA GUALANDAY
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;15;GICA;61;GICA ADMINISTRACION
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;15;GICA;62;PEAJE CHICORAL
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;15;GICA;63;PEAJE COCORA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;15;GICA;64;PEAJE GUALANDAY
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;15;GICA;147;GICA CASOS ESPECIALES
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;70;BASCULA GINEBRA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;72;PEAJE CENCAR
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;73;PEAJE CERRITO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;74;PEAJE CIAT
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;75;PEAJE ESTAMBUL
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;76;PEAJE MEDIA CANOA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;77;PEAJE PASO DE LA TORRE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;78;PEAJE ROZO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;79;PEAJE VILLA RICA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;80;RUTAS DEL VALLE ADMINISTRACION
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;186;BASCULA VILLA RICA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;18;VINUS;81;BASCULA SAN ROQUE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;18;VINUS;82;PEAJE CABILDO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;18;VINUS;83;PEAJE CISNEROS
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;18;VINUS;84;PEAJE PANDEQUESO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;18;VINUS;85;PEAJE TRAPICHE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;18;VINUS;86;VINUS ADMINISTRACION
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;18;VINUS;87;VINUS CASOS ESPECIALES
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;55;RUTA AL SUR;65;PEAJE ALTAMIRA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;55;RUTA AL SUR;66;PEAJE LABERINTO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;55;RUTA AL SUR;67;PEAJE LOS CAUCHOS
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;55;RUTA AL SUR;161;RUTA AL SUR CASOS ESPECIALES
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;55;RUTA AL SUR;196;RUTA AL SUR ADMINISTRACION
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;59;ADMINISTRACION;48;GENERALES DE ADMINISTRACION
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;19;CONSORCIO PEAJES 2526;88;PEAJE AMOLADERO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;19;CONSORCIO PEAJES 2526;89;PEAJE LA BALSA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;19;CONSORCIO PEAJES 2526;90;PEAJE NUEVO SALTO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;19;CONSORCIO PEAJES 2526;91;PEAJE PACHO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;19;CONSORCIO PEAJES 2526;92;PEAJE SAN MIGUEL
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;20;FRIGORINUS;93;FRIGORINUS (VIGILANCIA)
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;21;GICA;94;GICA (VIGILANCIA)
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;21;GICA;95;PEAJE GUALANDAY
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;21;GICA;173;BASCULA CHICORAL
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;21;GICA;174;BASCULA GUALANDAY
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;21;GICA;175;PEAJE COCORA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;21;GICA;204;BASCULA COCORA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;21;GICA;205;PEAJE CHICORAL
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;22;INVERSIONES ALIADAS;96;INVERSIONES ALIADAS (VIGILANCIA)
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;23;RUTA AL SUR;97;BASCULA LOS CAUCHOS NORTE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;23;RUTA AL SUR;98;BASCULA LOS CAUCHOS SUR
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;23;RUTA AL SUR;99;LABERINTO (BASCULA NORTE)
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;23;RUTA AL SUR;100;LABERINTO (BASCULA SUR)
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;23;RUTA AL SUR;101;OCASIONALES RUTA AL SUR
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;23;RUTA AL SUR;102;PEAJE VILLALOBOS
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;23;RUTA AL SUR;103;SMN (VIGILANCIA)
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;23;RUTA AL SUR;167;BASCULA ALTAMIRA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;23;RUTA AL SUR;176;PEAJE ALTAMIRA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;23;RUTA AL SUR;177;PEAJE LOS CAUCHOS
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;23;RUTA AL SUR;199;BASCULAS VILLALOBOS
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;23;RUTA AL SUR;206;PEAJE LABERINTO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;24;RUTAS DEL VALLE;148;OCASIONALES RUTAS DEL VALLE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;24;RUTAS DEL VALLE;179;BASCULA GINEBRA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;24;RUTAS DEL VALLE;180;PEAJE CENCAR
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;24;RUTAS DEL VALLE;181;PEAJE CERRITO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;24;RUTAS DEL VALLE;182;PEAJE ESTAMBUL
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;24;RUTAS DEL VALLE;183;PEAJE PASO DE LA TORRE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;24;RUTAS DEL VALLE;185;PEAJE ROZO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;24;RUTAS DEL VALLE;187;PEAJE VILLA RICA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;24;RUTAS DEL VALLE;193;PEAJE CIAT
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;24;RUTAS DEL VALLE;194;PEAJE MEDIA CANOA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;24;RUTAS DEL VALLE;201;BASCULA MEDIA CANOA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;40;EL FARO 118;146;EL FARO 118
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;51;ACCENORTE;54;CCO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;51;ACCENORTE;170;PEAJE ANDES
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;51;ACCENORTE;171;PEAJE FUSCA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;51;ACCENORTE;172;PEAJE UNISABANA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;53;VINUS;188;BASCULA SAN ROQUE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;53;VINUS;189;PEAJE CABILDO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;53;VINUS;190;PEAJE CISNEROS
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;53;VINUS;191;PEAJE PANDEQUESO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;53;VINUS;192;PEAJE TRAPICHE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;SEGURIDAD Y VIGILANCIA;58;ADMINISTRACION;52;SEGURIDAD Y VIGILANCIA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;21;GERENCIAS;GERENCIA ADMINISTRATIVA Y FINANCIERA;56;ADMINISTRACION;152;GESTION HUMANA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;21;GERENCIAS;GERENCIA ADMINISTRATIVA Y FINANCIERA;56;ADMINISTRACION;198;OPERACIONES
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;21;GERENCIAS;GERENCIA ADMINISTRATIVA Y FINANCIERA;56;ADMINISTRACION;208;FINANCIERA Y ADMINISTRATIVA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;24;GERENCIAS;GERENCIA DE GESTIÓN HUMANA;64;ADMINISTRACION;209;GESTION HUMANA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;25;GERENCIAS;GERENCIA DE OPERACIONES;65;ADMINISTRACION;210;OPERACIONES
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;26;GERENCIAS;SEGURIDAD Y VIGILANCIA;66;ADMINISTRACION;211;SEGURIDAD Y VIGILANCIA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;67;ACCENORTE;212;CCO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;67;ACCENORTE;213;PEAJE ANDES
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;67;ACCENORTE;214;PEAJE FUSCA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;67;ACCENORTE;215;PEAJE UNISABANA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;68;GICA;216;BASCULA CHICORAL
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;68;GICA;217;BASCULA COCORA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;68;GICA;218;BASCULA GUALANDAY
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;68;GICA;219;PEAJE CHICORAL
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;68;GICA;220;PEAJE COCORA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;68;GICA;221;PEAJE GUALANDAY
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;69;RUTA AL SUR;222;PEAJE ALTAMIRA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;69;RUTA AL SUR;223;PEAJE LABERINTO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;69;RUTA AL SUR;224;PEAJE LOS CAUCHOS
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;70;RUTAS DEL VALLE;225;BASCULA GINEBRA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;70;RUTAS DEL VALLE;226;BASCULA MEDIA CANOA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;70;RUTAS DEL VALLE;227;BASCULA VILLA RICA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;70;RUTAS DEL VALLE;228;PEAJE CENCAR
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;70;RUTAS DEL VALLE;229;PEAJE CERRITO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;70;RUTAS DEL VALLE;230;PEAJE CIAT
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;70;RUTAS DEL VALLE;231;PEAJE ESTAMBUL
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;70;RUTAS DEL VALLE;232;PEAJE MEDIA CANOA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;70;RUTAS DEL VALLE;233;PEAJE PASO DE LA TORRE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;70;RUTAS DEL VALLE;234;PEAJE ROZO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;70;RUTAS DEL VALLE;235;PEAJE VILLA RICA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;71;VINUS;236;BASCULA SAN ROQUE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;71;VINUS;237;PEAJE CABILDO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;71;VINUS;238;PEAJE CISNEROS
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;71;VINUS;239;PEAJE PANDEQUESO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;27;PEAJES Y BASCULAS;SEGURIDAD Y VIGILANCIA;71;VINUS;240;PEAJE TRAPICHE
8;REGENCY HEALTH SERVICES S.A.S;10;GERENCIAS;GERENCIA DE OPERACIONES;25;ADMINISTRACION;107;OPERACIONES
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACIÓN VIAL;26;GICA;108;GICA (OPERACION VIAL)
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACIÓN VIAL;26;GICA;109;GICA ADMINISTRACION
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACIÓN VIAL;26;GICA;110;PROYECTO 5X2 OPERACION VIAL
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACIÓN VIAL;27;RUTA AL SUR;111;PROYECTO 5X2 OPERACION VIAL
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACIÓN VIAL;27;RUTA AL SUR;112;RUTA AL SUR ADMINISTRACION
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACIÓN VIAL;27;RUTA AL SUR;113;SMN (OPERACION VIAL)
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACIÓN VIAL;28;V40E;114;PROYECTO 5X2 OPERACION VIAL
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACIÓN VIAL;28;V40E;115;V40E (OPERACION VIAL)
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACIÓN VIAL;28;V40E;116;V40E ADMINISTRACIÓN
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACIÓN VIAL;49;RUTAS DEL VALLE;168;RUTAS DEL VALLE (OPERACION VIAL)
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACIÓN VIAL;54;ADMINISTRACION;195;RUTA AL SUR ADMINISTRACION
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACIÓN VIAL;62;RUTA AL SUR;242;PROYECTO 5X2 OPERACION VIAL
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACIÓN VIAL;62;RUTA AL SUR;243;RUTA AL SUR ADMINISTRACION
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACIÓN VIAL;62;RUTA AL SUR;244;SMN (OPERACION VIAL)
8;REGENCY HEALTH SERVICES S.A.S;20;ADMINISTRACION;OPERACIÓN VIAL;72;ADMINISTRACION;241;RUTA AL SUR ADMINISTRACION
9;REGENCY SERVICES DE COLOMBIA S.A.S;12;ADMINISTRACION;GERENCIA DE OPERACIONES;29;ADMINISTRACION;245;OPERACIONES
9;REGENCY SERVICES DE COLOMBIA S.A.S;13;GERENCIAS;GERENCIA ADMINISTRATIVA Y FINANCIERA;30;ADMINISTRACION;49;FINANCIERA Y ADMINISTRATIVA
