idempresa;nombre_empresa;idunidad;nombreunidad;descripcionUnidad;Idproyecto;nombreProyecto;idCentrOp;nombreCentrOp
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;15;GICA;60;BASCULA GUALANDAY
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;15;GICA;61;GICA ADMINISTRACION
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;15;GICA;62;PEAJE CHICORAL
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;15;GICA;63;PEAJE COCORA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;15;GICA;64;PEAJE GUALANDAY
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;15;GICA;147;GICA CASOS ESPECIALES
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;70;BASCULA GINEBRA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;72;PEAJE CENCAR
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;73;PEAJE CERRITO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;74;PEAJE CIAT
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;75;PEAJE ESTAMBUL
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;76;PEAJE MEDIA CANOA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;77;PEAJE PASO DE LA TORRE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;78;PEAJE ROZO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;79;PEAJE VILLA RICA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;80;RUTAS DEL VALLE ADMINISTRACION
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;17;RUTAS DEL VALLE;186;BASCULA VILLA RICA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;18;VINUS;81;BASCULA SAN ROQUE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;18;VINUS;82;PEAJE CABILDO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;18;VINUS;83;PEAJE CISNEROS
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;18;VINUS;84;PEAJE PANDEQUESO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;18;VINUS;85;PEAJE TRAPICHE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;18;VINUS;86;VINUS ADMINISTRACION
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;18;VINUS;87;VINUS CASOS ESPECIALES
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;55;RUTA AL SUR;65;PEAJE ALTAMIRA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;55;RUTA AL SUR;66;PEAJE LABERINTO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;55;RUTA AL SUR;67;PEAJE LOS CAUCHOS
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;55;RUTA AL SUR;161;RUTA AL SUR CASOS ESPECIALES
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;55;RUTA AL SUR;196;RUTA AL SUR ADMINISTRACION
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;8;PEAJES Y BASCULAS;PEAJES Y BASCULAS;59;ADMINISTRACION;48;GENERALES DE ADMINISTRACION
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;19;CONSORCIO PEAJES 2526;88;PEAJE AMOLADERO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;19;CONSORCIO PEAJES 2526;89;PEAJE LA BALSA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;19;CONSORCIO PEAJES 2526;90;PEAJE NUEVO SALTO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;19;CONSORCIO PEAJES 2526;91;PEAJE PACHO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;19;CONSORCIO PEAJES 2526;92;PEAJE SAN MIGUEL
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;20;FRIGORINUS;93;FRIGORINUS (VIGILANCIA)
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;21;GICA;94;GICA (VIGILANCIA)
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;21;GICA;95;PEAJE GUALANDAY
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;21;GICA;173;BASCULA CHICORAL
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;21;GICA;174;BASCULA GUALANDAY
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;21;GICA;175;PEAJE COCORA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;21;GICA;204;BASCULA COCORA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;21;GICA;205;PEAJE CHICORAL
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;22;INVERSIONES ALIADAS;96;INVERSIONES ALIADAS (VIGILANCIA)
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;23;RUTA AL SUR;97;BASCULA LOS CAUCHOS NORTE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;23;RUTA AL SUR;98;BASCULA LOS CAUCHOS SUR
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;23;RUTA AL SUR;99;LABERINTO (BASCULA NORTE)
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;23;RUTA AL SUR;100;LABERINTO (BASCULA SUR)
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;23;RUTA AL SUR;101;OCASIONALES RUTA AL SUR
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;23;RUTA AL SUR;102;PEAJE VILLALOBOS
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;23;RUTA AL SUR;103;SMN (VIGILANCIA)
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;23;RUTA AL SUR;167;BASCULA ALTAMIRA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;23;RUTA AL SUR;176;PEAJE ALTAMIRA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;23;RUTA AL SUR;177;PEAJE LOS CAUCHOS
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;23;RUTA AL SUR;199;BASCULAS VILLALOBOS
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;23;RUTA AL SUR;206;PEAJE LABERINTO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;24;RUTAS DEL VALLE;148;OCASIONALES RUTAS DEL VALLE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;24;RUTAS DEL VALLE;179;BASCULA GINEBRA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;24;RUTAS DEL VALLE;180;PEAJE CENCAR
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;24;RUTAS DEL VALLE;181;PEAJE CERRITO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;24;RUTAS DEL VALLE;182;PEAJE ESTAMBUL
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;24;RUTAS DEL VALLE;183;PEAJE PASO DE LA TORRE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;24;RUTAS DEL VALLE;185;PEAJE ROZO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;24;RUTAS DEL VALLE;187;PEAJE VILLA RICA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;24;RUTAS DEL VALLE;193;PEAJE CIAT
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;24;RUTAS DEL VALLE;194;PEAJE MEDIA CANOA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;24;RUTAS DEL VALLE;201;BASCULA MEDIA CANOA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;40;EL FARO 118;146;EL FARO 118
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;51;ACCENORTE;54;CCO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;51;ACCENORTE;170;PEAJE ANDES
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;51;ACCENORTE;171;PEAJE FUSCA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;51;ACCENORTE;172;PEAJE UNISABANA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;53;VINUS;188;BASCULA SAN ROQUE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;53;VINUS;189;PEAJE CABILDO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;53;VINUS;190;PEAJE CISNEROS
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;53;VINUS;191;PEAJE PANDEQUESO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;53;VINUS;192;PEAJE TRAPICHE
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;9;VIGILANCIA;VIGILANCIA;58;ADMINISTRACION;52;SEGURIDAD Y VIGILANCIA
8;REGENCY HEALTH SERVICES S.A.S;10;GERENCIAS;GERENCIAS;25;ADMINISTRACION;107;OPERACIONES
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACION VIAL;26;GICA;108;GICA (OPERACION VIAL)
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACION VIAL;26;GICA;109;GICA ADMINISTRACION
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACION VIAL;26;GICA;110;PROYECTO 5X2 OPERACION VIAL
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACION VIAL;27;RUTA AL SUR;111;PROYECTO 5X2 OPERACION VIAL
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACION VIAL;27;RUTA AL SUR;112;RUTA AL SUR ADMINISTRACION
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACION VIAL;27;RUTA AL SUR;113;SMN (OPERACION VIAL)
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACION VIAL;28;V40E;114;PROYECTO 5X2 OPERACION VIAL
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACION VIAL;28;V40E;115;V40E (OPERACION VIAL)
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACION VIAL;28;V40E;116;V40E ADMINISTRACIÓN
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACION VIAL;49;RUTAS DEL VALLE;168;RUTAS DEL VALLE (OPERACION VIAL)
8;REGENCY HEALTH SERVICES S.A.S;11;OPERACION VIAL;OPERACION VIAL;54;ADMINISTRACION;195;RUTA AL SUR ADMINISTRACION
9;REGENCY SERVICES DE COLOMBIA S.A.S;13;GERENCIAS;GERENCIAS;30;ADMINISTRACION;49;FINANCIERA Y ADMINISTRATIVA
9;REGENCY SERVICES DE COLOMBIA S.A.S;13;GERENCIAS;GERENCIAS;30;ADMINISTRACION;50;GESTION HUMANA
9;REGENCY SERVICES DE COLOMBIA S.A.S;13;GERENCIAS;GERENCIAS;30;ADMINISTRACION;51;OPERACIONES
9;REGENCY SERVICES DE COLOMBIA S.A.S;13;GERENCIAS;GERENCIAS;30;ADMINISTRACION;122;PROYECTO 5X2 OPERACION VIAL
9;REGENCY SERVICES DE COLOMBIA S.A.S;13;GERENCIAS;GERENCIAS;30;ADMINISTRACION;123;TOLIS
9;REGENCY SERVICES DE COLOMBIA S.A.S;13;GERENCIAS;GERENCIAS;30;ADMINISTRACION;151;GERENCIA GENERAL
9;REGENCY SERVICES DE COLOMBIA S.A.S;13;GERENCIAS;GERENCIAS;30;ADMINISTRACION;154;MEDIOS ALTERNATIVOS DE PAGO (TOLIS)
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACION VIAL;31;GICA;124;GICA (OPERACION VIAL)
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACION VIAL;31;GICA;125;GICA ADMINISTRACION
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACION VIAL;31;GICA;126;PROYECTO 5X2 OPERACION VIAL
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACION VIAL;32;RUTA AL SUR;68;RUTA AL SUR ADMINISTRACION
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACION VIAL;32;RUTA AL SUR;69;RUTA AL SUR CASOS ESPECIALES
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACION VIAL;32;RUTA AL SUR;127;PROYECTO 5X2 OPERACION VIAL
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACION VIAL;32;RUTA AL SUR;129;SMN (OPERACION VIAL)
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACION VIAL;34;VINUS;133;PROYECTO 5X2 OPERACION VIAL
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACION VIAL;34;VINUS;134;VINUS (OPERACION VIAL)
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACION VIAL;43;V40E;157;PROYECTO 5X2 OPERACION VIAL
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACION VIAL;43;V40E;158;V40E (OPERACION VIAL)
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACION VIAL;43;V40E;159;V40E CASOS ESPECIALES
9;REGENCY SERVICES DE COLOMBIA S.A.S;14;OPERACION VIAL;OPERACION VIAL;50;RUTAS DEL VALLE;169;RUTAS DEL VALLE (OPERACION VIAL)
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;36;GICA;136;GICA ADMINISTRACION
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;37;RUTAS DEL VALLE;137;PEAJE CERRITO
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;37;RUTAS DEL VALLE;138;PEAJE CIAT
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;37;RUTAS DEL VALLE;141;RUTAS DEL VALLE ADMINISTRACION
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;37;RUTAS DEL VALLE;142;TRABAJO EN ALTURAS
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;42;ADMINISTRACION;117;GENERALES DE ADMINISTRACION
9;REGENCY SERVICES DE COLOMBIA S.A.S;15;PEAJES Y BASCULAS;PEAJES Y BASCULAS;44;RUTA AL SUR;149;RUTA AL SUR ADMINISTRACION
10;REGENCY TECH S.A.S;16;GERENCIAS;GERENCIAS;38;ADMINISTRACION;143;OPERACIONES
11;TEST EMPRESA;17;TEST UNIDAD;desc;39;TEST PROYECTO;144;TEST CENTRO
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;21;GERENCIAS;GERENCIAS;56;ADMINISTRACION;152;GESTION HUMANA
7;PROTECCION DE INFRAESTRUCTURA COLOMBIA - PROTINCO LTDA;21;GERENCIAS;GERENCIAS;56;ADMINISTRACION;198;OPERACIONES
